Method,File_name,File_size,Chunks_sent,Transmission_time,Energy_for_transmission,Compression_encryption_time,Energy_for_compression_encryption
CRYSTALS-Kyber,0253q,1033,5,9.05,2.70,8.81,3.57
CRYSTALS-Kyber,0253t,768,4,0,0,0,0
CRYSTALS-Kyber,0254q,1033,5,9.05,2.70,9.26,3.72
CRYSTALS-Kyber,0254t,768,4,0,0,0,0
CRYSTALS-Kyber,0255q,1033,5,9.04,2.68,8.92,3.60
CRYSTALS-Kyber,0255t,768,4,0,0,0,0
CRYSTALS-Kyber,0256q,1031,5,9.05,2.68,9.28,3.74
CRYSTALS-Kyber,0256t,768,4,0,0,0,0
CRYSTALS-Kyber,0257q,1032,5,9.05,2.67,9.53,3.81
CRYSTALS-Kyber,0257t,768,4,0,0,0,0
CRYSTALS-Kyber,0258q,1032,5,9.04,2.70,9.06,3.66
CRYSTALS-Kyber,0258t,768,4,0,0,0,0
CRYSTALS-Kyber,0259q,1032,5,9.05,2.69,9.23,3.72
CRYSTALS-Kyber,0259t,768,4,0,0,0,0
CRYSTALS-Kyber,0260q,1031,5,9.05,2.69,8.88,3.60
CRYSTALS-Kyber,0260t,768,4,0,0,0,0
CRYSTALS-Kyber,0261q,1032,5,9.05,2.68,9.36,3.76
CRYSTALS-Kyber,0261t,768,4,0,0,0,0
CRYSTALS-Kyber,0262q,1032,5,9.05,2.70,8.97,3.61
CRYSTALS-Kyber,0262t,768,4,0,0,0,0
CRYSTALS-Kyber,0263q,1033,5,9.04,2.68,9.15,3.67
CRYSTALS-Kyber,0263t,768,4,0,0,0,0
CRYSTALS-Kyber,0264q,1033,5,9.04,2.66,9.28,3.73
CRYSTALS-Kyber,0264t,768,4,0,0,0,0
CRYSTALS-Kyber,0265q,1032,5,9.04,2.68,9.20,3.70
CRYSTALS-Kyber,0265t,768,4,0,0,0,0
CRYSTALS-Kyber,0266q,1031,5,9.04,2.69,9.22,3.70
CRYSTALS-Kyber,0266t,768,4,0,0,0,0
CRYSTALS-Kyber,0267q,1033,5,9.04,2.69,8.94,3.60
CRYSTALS-Kyber,0267t,768,4,0,0,0,0
CRYSTALS-Kyber,0268q,1032,5,9.05,2.69,9.29,3.74
CRYSTALS-Kyber,0268t,768,4,0,0,0,0
CRYSTALS-Kyber,0269q,1031,5,9.05,2.68,9.38,3.75
CRYSTALS-Kyber,0269t,768,4,0,0,0,0
CRYSTALS-Kyber,0270q,1030,5,9.05,2.70,9.03,3.65
CRYSTALS-Kyber,0270t,768,4,0,0,0,0
CRYSTALS-Kyber,0271q,1031,5,9.05,2.68,9.22,3.72
CRYSTALS-Kyber,0271t,768,4,0,0,0,0
CRYSTALS-Kyber,0272q,1032,5,9.05,2.69,9.05,3.66
CRYSTALS-Kyber,0272t,768,4,0,0,0,0
CRYSTALS-Kyber,0273q,1033,5,9.05,2.68,9.61,3.83
CRYSTALS-Kyber,0273t,768,4,0,0,0,0
CRYSTALS-Kyber,0274q,1034,5,9.05,2.70,8.86,3.58
CRYSTALS-Kyber,0274t,768,4,0,0,0,0
CRYSTALS-Kyber,0275q,1031,5,9.04,2.70,9.15,3.68
CRYSTALS-Kyber,0275t,768,4,0,0,0,0
CRYSTALS-Kyber,0276q,1031,5,9.04,2.66,9.30,3.74
CRYSTALS-Kyber,0276t,768,4,0,0,0,0
CRYSTALS-Kyber,0277q,1033,5,9.05,2.69,9.07,3.67
CRYSTALS-Kyber,0277t,768,4,0,0,0,0
CRYSTALS-Kyber,0278q,1032,5,9.05,2.70,9.47,3.80
CRYSTALS-Kyber,0278t,768,4,0,0,0,0
CRYSTALS-Kyber,0279q,1031,5,9.04,2.70,8.84,3.57
CRYSTALS-Kyber,0279t,768,4,0,0,0,0
CRYSTALS-Kyber,0280q,1031,5,9.05,2.70,9.12,3.67
CRYSTALS-Kyber,0280t,768,4,0,0,0,0
CRYSTALS-Kyber,0281q,1032,5,9.04,2.68,9.04,3.63
CRYSTALS-Kyber,0281t,768,4,0,0,0,0
CRYSTALS-Kyber,0282q,1032,5,9.04,2.68,9.04,3.66
CRYSTALS-Kyber,0282t,768,4,0,0,0,0
CRYSTALS-Kyber,0283q,1032,5,9.05,2.67,9.43,3.78
CRYSTALS-Kyber,0283t,768,4,0,0,0,0
CRYSTALS-Kyber,0284q,1032,5,9.05,2.71,9.07,3.66
CRYSTALS-Kyber,0284t,768,4,0,0,0,0
CRYSTALS-Kyber,0285q,1034,5,9.05,2.70,9.34,3.74
CRYSTALS-Kyber,0285t,768,4,0,0,0,0
CRYSTALS-Kyber,0286q,1034,5,9.04,2.68,8.79,3.56
CRYSTALS-Kyber,0286t,768,4,0,0,0,0
CRYSTALS-Kyber,0287q,1032,5,9.05,2.70,9.30,3.74
CRYSTALS-Kyber,0287t,768,4,0,0,0,0
CRYSTALS-Kyber,0288q,1032,5,9.05,2.69,9.05,3.65
CRYSTALS-Kyber,0288t,768,4,0,0,0,0
CRYSTALS-Kyber,0289q,1033,5,9.04,2.69,9.06,3.65
CRYSTALS-Kyber,0289t,768,4,0,0,0,0
CRYSTALS-Kyber,0290q,1031,5,9.04,2.66,9.18,3.69
CRYSTALS-Kyber,0290t,768,4,0,0,0,0
CRYSTALS-Kyber,0291q,1033,5,9.05,2.69,9.09,3.68
CRYSTALS-Kyber,0291t,768,4,0,0,0,0
CRYSTALS-Kyber,0292q,1031,5,9.04,2.69,9.25,3.73
CRYSTALS-Kyber,0292t,768,4,0,0,0,0
CRYSTALS-Kyber,0293q,1032,5,9.04,2.69,8.77,3.55
CRYSTALS-Kyber,0293t,768,4,0,0,0,0
CRYSTALS-Kyber,0294q,1032,5,9.04,2.68,9.20,3.70
CRYSTALS-Kyber,0294t,768,4,0,0,0,0
CRYSTALS-Kyber,0295q,1032,5,9.04,2.67,9.20,3.70
CRYSTALS-Kyber,0295t,768,4,0,0,0,0
CRYSTALS-Kyber,0296q,1032,5,9.04,2.68,9.20,3.70
CRYSTALS-Kyber,0296t,768,4,0,0,0,0
CRYSTALS-Kyber,0297q,1033,5,9.04,2.68,9.29,3.72
CRYSTALS-Kyber,0297t,768,4,0,0,0,0
CRYSTALS-Kyber,0298q,1031,5,9.04,2.69,8.82,3.56
CRYSTALS-Kyber,0298t,768,4,0,0,0,0
CRYSTALS-Kyber,0299q,1032,5,9.04,2.69,9.10,3.66
CRYSTALS-Kyber,0299t,768,4,0,0,0,0
CRYSTALS-Kyber,0300q,1031,5,9.04,2.68,8.78,3.54
CRYSTALS-Kyber,0300t,768,4,0,0,0,0
